key	text	tooltip
derpy_chd_ex_def_dem_tithe_rom_marble_primary	The Witch King builds, and what the Witch King builds is faced in stone that Naggaroth is too cold to quarry. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_marble_secondary	Sacrifice 30 Marble in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_marble_title	The Temple Thirsts: Marble	false
derpy_chd_ex_def_dem_hunger_rom_marble_primary	The Witch King builds, and what the Witch King builds is faced in stone that Naggaroth is too cold to quarry. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_marble_secondary	Sacrifice 90 Marble in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_marble_title	The Blood Price: Marble	false
derpy_chd_ex_def_dem_wrath_rom_marble_primary	The Witch King builds, and what the Witch King builds is faced in stone that Naggaroth is too cold to quarry. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_marble_secondary	Sacrifice 180 Marble in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_textiles_title	Khaine's Portion: Pottery	false
derpy_chd_ex_def_dem_tithe_rom_textiles_primary	Nobody in Naggaroth has time to fire a pot. Everything on the table came off a ship that is no longer afloat. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_textiles_secondary	Sacrifice 30 Pottery in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_textiles_title	The Temple Thirsts: Pottery	false
derpy_chd_ex_def_dem_hunger_rom_textiles_primary	Nobody in Naggaroth has time to fire a pot. Everything on the table came off a ship that is no longer afloat. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_textiles_secondary	Sacrifice 90 Pottery in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_textiles_title	The Blood Price: Pottery	false
derpy_chd_ex_def_dem_wrath_rom_textiles_primary	Nobody in Naggaroth has time to fire a pot. Everything on the table came off a ship that is no longer afloat. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_textiles_secondary	Sacrifice 180 Pottery in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_timber_title	Khaine's Portion: Timber	false
derpy_chd_ex_def_dem_tithe_rom_timber_primary	Another Ark is on the slips at Karond Kar, and the yards are eating timber faster than the raids can bring it home. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_timber_secondary	Sacrifice 30 Timber in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_timber_title	The Temple Thirsts: Timber	false
derpy_chd_ex_def_dem_hunger_rom_timber_primary	Another Ark is on the slips at Karond Kar, and the yards are eating timber faster than the raids can bring it home. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_timber_secondary	Sacrifice 90 Timber in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_timber_title	The Blood Price: Timber	false
derpy_chd_ex_def_dem_wrath_rom_timber_primary	Another Ark is on the slips at Karond Kar, and the yards are eating timber faster than the raids can bring it home. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_timber_secondary	Sacrifice 180 Timber in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_rom_wine_title	Khaine's Portion: Wine	false
derpy_chd_ex_def_dem_tithe_rom_wine_primary	Wine survives the crossing better than most cargo and is drunk faster than any of it. The cellars of Har Ganeth are empty again. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_rom_wine_secondary	Sacrifice 30 Wine in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_rom_wine_title	The Temple Thirsts: Wine	false
derpy_chd_ex_def_dem_hunger_rom_wine_primary	Wine survives the crossing better than most cargo and is drunk faster than any of it. The cellars of Har Ganeth are empty again. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_rom_wine_secondary	Sacrifice 90 Wine in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_rom_wine_title	The Blood Price: Wine	false
derpy_chd_ex_def_dem_wrath_rom_wine_primary	Wine survives the crossing better than most cargo and is drunk faster than any of it. The cellars of Har Ganeth are empty again. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_rom_wine_secondary	Sacrifice 180 Wine in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_spices_title	Khaine's Portion: Spices	false
derpy_chd_ex_def_dem_tithe_spices_primary	Spice covers what the kitchens of Naggarond would rather the guests did not identify. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_spices_secondary	Sacrifice 30 Spices in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_spices_title	The Temple Thirsts: Spices	false
derpy_chd_ex_def_dem_hunger_spices_primary	Spice covers what the kitchens of Naggarond would rather the guests did not identify. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_spices_secondary	Sacrifice 90 Spices in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_spices_title	The Blood Price: Spices	false
derpy_chd_ex_def_dem_wrath_spices_primary	Spice covers what the kitchens of Naggarond would rather the guests did not identify. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_spices_secondary	Sacrifice 180 Spices in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_tithe_trinkets_title	Khaine's Portion: Elven Trinkets	false
derpy_chd_ex_def_dem_tithe_trinkets_primary	Asur work taken at sea and sold on to Old World collectors who prefer not to ask, at a markup that reflects how it was got. The temple requires 30, and requires them today. A small offering. The temple keeps count, and the temple's count is the only one that matters.	false
derpy_chd_ex_def_dem_tithe_trinkets_secondary	Sacrifice 30 Elven Trinkets in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_hunger_trinkets_title	The Temple Thirsts: Elven Trinkets	false
derpy_chd_ex_def_dem_hunger_trinkets_primary	Asur work taken at sea and sold on to Old World collectors who prefer not to ask, at a markup that reflects how it was got. The temple requires 90, and requires them today. More than the usual portion. The Hag Queens were consulted and were not in a moderate humour.	false
derpy_chd_ex_def_dem_hunger_trinkets_secondary	Sacrifice 90 Elven Trinkets in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_wrath_trinkets_title	The Blood Price: Elven Trinkets	false
derpy_chd_ex_def_dem_wrath_trinkets_primary	Asur work taken at sea and sold on to Old World collectors who prefer not to ask, at a markup that reflects how it was got. The temple requires 180, and requires them today. The full sum, at once. The knives have been counted out onto the table, which is how the temple asks a second time.	false
derpy_chd_ex_def_dem_wrath_trinkets_secondary	Sacrifice 180 Elven Trinkets in the Black Ark Market within 3 turns, or answer for it.	false
derpy_chd_ex_def_dem_paid_title	The Portion Given	false
derpy_chd_ex_def_dem_paid_primary	The goods went in through the temple gate and did not come out again, which is the correct outcome and the only receipt offered.	false
derpy_chd_ex_def_dem_paid_secondary	Khaine is served. The knives went back in the drawer.	false
derpy_chd_ex_def_dem_wrath_title	The Portion Withheld	false
derpy_chd_ex_def_dem_wrath_primary	Nothing was brought by the day named. The temple sent nobody to ask why, which is not the mercy it appears to be.	false
derpy_chd_ex_def_dem_wrath_secondary	The temple takes its portion in the other currency, eventually.	false
derpy_chd_ex_hef_dem_tithe_animals_title	The Court's Request: Exotic Animals	false
derpy_chd_ex_hef_dem_tithe_animals_primary	The menageries of Lothern are a diplomatic instrument. An ambassador who has been shown one is easier to talk to afterwards. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_animals_secondary	Sacrifice 30 Exotic Animals in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_animals_title	A Matter of Duty: Exotic Animals	false
derpy_chd_ex_hef_dem_hunger_animals_primary	The menageries of Lothern are a diplomatic instrument. An ambassador who has been shown one is easier to talk to afterwards. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_animals_secondary	Sacrifice 90 Exotic Animals in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_animals_title	The Court Insists: Exotic Animals	false
derpy_chd_ex_hef_dem_wrath_animals_primary	The menageries of Lothern are a diplomatic instrument. An ambassador who has been shown one is easier to talk to afterwards. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_animals_secondary	Sacrifice 180 Exotic Animals in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_dyes_title	The Court's Request: Dyes	false
derpy_chd_ex_hef_dem_tithe_dyes_primary	Sea-silk takes a dye once and holds it for a century. The dye has to be perfect, and perfect is bought rather than made. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_dyes_secondary	Sacrifice 30 Dyes in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_dyes_title	A Matter of Duty: Dyes	false
derpy_chd_ex_hef_dem_hunger_dyes_primary	Sea-silk takes a dye once and holds it for a century. The dye has to be perfect, and perfect is bought rather than made. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_dyes_secondary	Sacrifice 90 Dyes in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_dyes_title	The Court Insists: Dyes	false
derpy_chd_ex_hef_dem_wrath_dyes_primary	Sea-silk takes a dye once and holds it for a century. The dye has to be perfect, and perfect is bought rather than made. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_dyes_secondary	Sacrifice 180 Dyes in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_gems_title	The Court's Request: Gemstones	false
derpy_chd_ex_hef_dem_tithe_gems_primary	The Court does not buy gemstones. It accepts them, notes the giver, and the giver's name is read out at the next audience. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_gems_secondary	Sacrifice 30 Gemstones in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_gems_title	A Matter of Duty: Gemstones	false
derpy_chd_ex_hef_dem_hunger_gems_primary	The Court does not buy gemstones. It accepts them, notes the giver, and the giver's name is read out at the next audience. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_gems_secondary	Sacrifice 90 Gemstones in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_gems_title	The Court Insists: Gemstones	false
derpy_chd_ex_hef_dem_wrath_gems_primary	The Court does not buy gemstones. It accepts them, notes the giver, and the giver's name is read out at the next audience. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_gems_secondary	Sacrifice 180 Gemstones in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_gold_idols_title	The Court's Request: Golden Idols	false
derpy_chd_ex_hef_dem_tithe_gold_idols_primary	Crude work, melted without ceremony, and the Court would rather this were not minuted. It is being minuted. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_gold_idols_secondary	Sacrifice 30 Golden Idols in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_gold_idols_title	A Matter of Duty: Golden Idols	false
derpy_chd_ex_hef_dem_hunger_gold_idols_primary	Crude work, melted without ceremony, and the Court would rather this were not minuted. It is being minuted. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_gold_idols_secondary	Sacrifice 90 Golden Idols in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_gold_idols_title	The Court Insists: Golden Idols	false
derpy_chd_ex_hef_dem_wrath_gold_idols_primary	Crude work, melted without ceremony, and the Court would rather this were not minuted. It is being minuted. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_gold_idols_secondary	Sacrifice 180 Golden Idols in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_ivory_title	The Court's Request: Tusks	false
derpy_chd_ex_hef_dem_tithe_ivory_primary	Tusk for the scrimshaw of the Sea Guard, who have been at it six hundred years and have never once run short until now. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_ivory_secondary	Sacrifice 30 Tusks in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_ivory_title	A Matter of Duty: Tusks	false
derpy_chd_ex_hef_dem_hunger_ivory_primary	Tusk for the scrimshaw of the Sea Guard, who have been at it six hundred years and have never once run short until now. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_ivory_secondary	Sacrifice 90 Tusks in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_ivory_title	The Court Insists: Tusks	false
derpy_chd_ex_hef_dem_wrath_ivory_primary	Tusk for the scrimshaw of the Sea Guard, who have been at it six hundred years and have never once run short until now. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_ivory_secondary	Sacrifice 180 Tusks in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_medicine_title	The Court's Request: Medicinal Plants	false
derpy_chd_ex_hef_dem_tithe_medicine_primary	Ulthuan's healers are the finest in the world, and the finest in the world still need the plant. Chrace's crop failed. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_medicine_secondary	Sacrifice 30 Medicinal Plants in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_medicine_title	A Matter of Duty: Medicinal Plants	false
derpy_chd_ex_hef_dem_hunger_medicine_primary	Ulthuan's healers are the finest in the world, and the finest in the world still need the plant. Chrace's crop failed. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_medicine_secondary	Sacrifice 90 Medicinal Plants in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_medicine_title	The Court Insists: Medicinal Plants	false
derpy_chd_ex_hef_dem_wrath_medicine_primary	Ulthuan's healers are the finest in the world, and the finest in the world still need the plant. Chrace's crop failed. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_medicine_secondary	Sacrifice 180 Medicinal Plants in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_obsidian_title	The Court's Request: Carved Obsidian	false
derpy_chd_ex_hef_dem_tithe_obsidian_primary	The mages of Saphery want black glass and will not say what for, which in Saphery is not unusual and is never cheap. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_obsidian_secondary	Sacrifice 30 Carved Obsidian in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_obsidian_title	A Matter of Duty: Carved Obsidian	false
derpy_chd_ex_hef_dem_hunger_obsidian_primary	The mages of Saphery want black glass and will not say what for, which in Saphery is not unusual and is never cheap. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_obsidian_secondary	Sacrifice 90 Carved Obsidian in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_obsidian_title	The Court Insists: Carved Obsidian	false
derpy_chd_ex_hef_dem_wrath_obsidian_primary	The mages of Saphery want black glass and will not say what for, which in Saphery is not unusual and is never cheap. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_obsidian_secondary	Sacrifice 180 Carved Obsidian in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_furs_title	The Court's Request: Furs	false
derpy_chd_ex_hef_dem_tithe_rom_furs_primary	Cold water and long watches, and the Sea Guard hold opinions about quality that the Gate is obliged to satisfy. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_furs_secondary	Sacrifice 30 Furs in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_furs_title	A Matter of Duty: Furs	false
derpy_chd_ex_hef_dem_hunger_rom_furs_primary	Cold water and long watches, and the Sea Guard hold opinions about quality that the Gate is obliged to satisfy. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_furs_secondary	Sacrifice 90 Furs in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_furs_title	The Court Insists: Furs	false
derpy_chd_ex_hef_dem_wrath_rom_furs_primary	Cold water and long watches, and the Sea Guard hold opinions about quality that the Gate is obliged to satisfy. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_furs_secondary	Sacrifice 180 Furs in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_glass_title	The Court's Request: Dwarf Beer	false
derpy_chd_ex_hef_dem_tithe_rom_glass_primary	A cargo of Dwarf ale reached Lothern by an accident of trade and became, to everyone's embarrassment, sought after. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_glass_secondary	Sacrifice 30 Dwarf Beer in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_glass_title	A Matter of Duty: Dwarf Beer	false
derpy_chd_ex_hef_dem_hunger_rom_glass_primary	A cargo of Dwarf ale reached Lothern by an accident of trade and became, to everyone's embarrassment, sought after. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_glass_secondary	Sacrifice 90 Dwarf Beer in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_glass_title	The Court Insists: Dwarf Beer	false
derpy_chd_ex_hef_dem_wrath_rom_glass_primary	A cargo of Dwarf ale reached Lothern by an accident of trade and became, to everyone's embarrassment, sought after. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_glass_secondary	Sacrifice 180 Dwarf Beer in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_iron_title	The Court's Request: Iron	false
derpy_chd_ex_hef_dem_tithe_rom_iron_primary	Ulthuan's smiths need less iron than anyone assumes and sell the surplus at a price that reflects who is asking for it. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_iron_secondary	Sacrifice 30 Iron in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_iron_title	A Matter of Duty: Iron	false
derpy_chd_ex_hef_dem_hunger_rom_iron_primary	Ulthuan's smiths need less iron than anyone assumes and sell the surplus at a price that reflects who is asking for it. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_iron_secondary	Sacrifice 90 Iron in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_iron_title	The Court Insists: Iron	false
derpy_chd_ex_hef_dem_wrath_rom_iron_primary	Ulthuan's smiths need less iron than anyone assumes and sell the surplus at a price that reflects who is asking for it. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_iron_secondary	Sacrifice 180 Iron in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_lead_title	The Court's Request: Salt	false
derpy_chd_ex_hef_dem_tithe_rom_lead_primary	The fleets keep the sea lanes and salt keeps the fleets. It is unglamorous, and the Gate has never once let it run out. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_lead_secondary	Sacrifice 30 Salt in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_lead_title	A Matter of Duty: Salt	false
derpy_chd_ex_hef_dem_hunger_rom_lead_primary	The fleets keep the sea lanes and salt keeps the fleets. It is unglamorous, and the Gate has never once let it run out. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_lead_secondary	Sacrifice 90 Salt in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_lead_title	The Court Insists: Salt	false
derpy_chd_ex_hef_dem_wrath_rom_lead_primary	The fleets keep the sea lanes and salt keeps the fleets. It is unglamorous, and the Gate has never once let it run out. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_lead_secondary	Sacrifice 180 Salt in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_marble_title	The Court's Request: Marble	false
derpy_chd_ex_hef_dem_tithe_rom_marble_primary	The White Tower is always being repaired, and Chrace has run short of the correct stone, which is not the same as running short of stone. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_marble_secondary	Sacrifice 30 Marble in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_marble_title	A Matter of Duty: Marble	false
derpy_chd_ex_hef_dem_hunger_rom_marble_primary	The White Tower is always being repaired, and Chrace has run short of the correct stone, which is not the same as running short of stone. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_marble_secondary	Sacrifice 90 Marble in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_marble_title	The Court Insists: Marble	false
derpy_chd_ex_hef_dem_wrath_rom_marble_primary	The White Tower is always being repaired, and Chrace has run short of the correct stone, which is not the same as running short of stone. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_marble_secondary	Sacrifice 180 Marble in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_textiles_title	The Court's Request: Pottery	false
derpy_chd_ex_hef_dem_tithe_rom_textiles_primary	Ulthuan makes pottery of surpassing beauty in quantities that would embarrass a village. The rest is bought in. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_textiles_secondary	Sacrifice 30 Pottery in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_textiles_title	A Matter of Duty: Pottery	false
derpy_chd_ex_hef_dem_hunger_rom_textiles_primary	Ulthuan makes pottery of surpassing beauty in quantities that would embarrass a village. The rest is bought in. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_textiles_secondary	Sacrifice 90 Pottery in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_textiles_title	The Court Insists: Pottery	false
derpy_chd_ex_hef_dem_wrath_rom_textiles_primary	Ulthuan makes pottery of surpassing beauty in quantities that would embarrass a village. The rest is bought in. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_textiles_secondary	Sacrifice 180 Pottery in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_timber_title	The Court's Request: Timber	false
derpy_chd_ex_hef_dem_tithe_rom_timber_primary	Athel Loren will not sell, Chrace will not cut, and the shipwrights of Lothern have a fleet to keep afloat. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_timber_secondary	Sacrifice 30 Timber in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_timber_title	A Matter of Duty: Timber	false
derpy_chd_ex_hef_dem_hunger_rom_timber_primary	Athel Loren will not sell, Chrace will not cut, and the shipwrights of Lothern have a fleet to keep afloat. The Court requests 90, and requests them today. More than a courtesy. Ulthuan has been doing this since before your people had a written language, and it is asking.	false
derpy_chd_ex_hef_dem_hunger_rom_timber_secondary	Sacrifice 90 Timber in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_wrath_rom_timber_title	The Court Insists: Timber	false
derpy_chd_ex_hef_dem_wrath_rom_timber_primary	Athel Loren will not sell, Chrace will not cut, and the shipwrights of Lothern have a fleet to keep afloat. The Court requests 180, and requests them today. The full sum, now. The request has been made three times and the Court does not make a fourth.	false
derpy_chd_ex_hef_dem_wrath_rom_timber_secondary	Sacrifice 180 Timber in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_tithe_rom_wine_title	The Court's Request: Wine	false
derpy_chd_ex_hef_dem_tithe_rom_wine_primary	The vineyards of Ellyrion came in thin this year, which is a matter of some delicacy, and Lothern is buying quietly. The Court requests 30, and requests them today. A small thing, asked politely, in a manner that does not admit of refusal.	false
derpy_chd_ex_hef_dem_tithe_rom_wine_secondary	Sacrifice 30 Wine in the Emerald Gate within 3 turns, or answer for it.	false
derpy_chd_ex_hef_dem_hunger_rom_wine_title	A Matter of Duty: Wine	false
